hgnc_id	symbol	name	locus_group	locus_type	status	location	location_sortable	alias_symbol	alias_name	prev_symbol	prev_name	gene_family	gene_family_id	date_approved_reserved	date_symbol_changed	date_name_changed	date_modified	entrez_id	ensembl_gene_id	vega_id	ucsc_id	ena	refseq_accession	ccds_id	uniprot_ids	pubmed_id	mgd_id	rgd_id	lsdb	cosmic	omim_id	mirbase	homeodb	snornabase	bioparadigms_slc	orphanet	pseudogene.org	horde_id	merops	imgt	iuphar	kznf_gene_catalog	mamit-trnadb	cd	lncrnadb	enzyme_id	intermediate_filament_db	rna_central_ids
HGNC:3870	FRA1C	fragile site, aphidicolin type, common, fra(1)(p31.2)	other	fragile site	Approved	1p31.2	01p31.2							2001-06-22			2012-10-02	2362																														
HGNC:3871	FRA1D	fragile site, aphidicolin type, common, fra(1)(p22)	other	fragile site	Approved	1p22	01p22							2001-06-22			2012-10-02	2363																														
HGNC:3872	FRA1E	fragile site, aphidicolin type, common, fra(1)(p21.2)	other	fragile site	Approved	1p21.2	01p21.2							2001-06-22			2012-10-02	2364								16556484																						
HGNC:3873	FRA1F	fragile site, aphidicolin type, common, fra(1)(q21)	other	fragile site	Approved	1q21	01q21							2001-06-22			2012-10-02	2365																														
HGNC:3874	FRA1G	fragile site, aphidicolin type, common, fra(1)(q25.1)	other	fragile site	Approved	1q25.1	01q25.1							2001-06-22			2012-10-02	2366																														
HGNC:3875	FRA1H	fragile site, 5-azacytidine type, common, fra(1)(q42)	other	fragile site	Approved	1q42.1	01q42.1							2001-06-22			2012-10-02	2367								9763679																						
HGNC:3876	FRA1I	fragile site, aphidicolin type, common, fra(1)(q44)	other	fragile site	Approved	1q44	01q44							2001-06-22			2012-10-02	2368																														
HGNC:3877	FRA1J	fragile site, 5-azacytidine type, common, fra(1)(q12)	other	fragile site	Approved	1q12	01q12							2001-06-22			2012-10-02	2369																														
HGNC:3878	FRA1K	fragile site, aphidicolin type, common, fra(1)(q31)	other	fragile site	Approved	1q31	01q31							1988-08-31			2003-10-09	2370																														
HGNC:3879	FRA1L	fragile site, aphidicolin type, common, fra(1)(p31)	other	fragile site	Approved	1p31	01p31							1989-06-30			2003-10-09	2371																														
HGNC:3880	FRA1M	fragile site, folic acid type, rare, fra(1)(p21.3)	other	fragile site	Approved	1p21.3	01p21.3							1992-08-24			2003-10-09	2372								1865478																						
HGNC:3885	FRA2A	fragile site, folic acid type, rare, fra(2)(q11.2)	other	fragile site	Approved	2q11.2	02q11.2							2001-06-22			2012-10-02	2373																														
HGNC:3886	FRA2B	fragile site, folic acid type, rare, fra(2)(q13)	other	fragile site	Approved	2q13	02q13							2001-06-22			2012-10-02	2374																														
HGNC:3887	FRA2C	fragile site, aphidicolin type, common, fra(2)(p24.2)	other	fragile site	Approved	2p24.2	02p24.2							2001-06-22			2012-10-02	2375																														
HGNC:3888	FRA2D	fragile site, aphidicolin type, common, fra(2)(p16.2)	other	fragile site	Approved	2p16.2	02p16.2							2001-06-22			2012-10-02	2376																														
HGNC:3889	FRA2E	fragile site, aphidicolin type, common, fra(2)(p13)	other	fragile site	Approved	2p13	02p13							2001-06-22			2012-10-02	2377																														
HGNC:3890	FRA2F	fragile site, aphidicolin type, common, fra(2)(q21.3)	other	fragile site	Approved	2q21.3	02q21.3							2001-06-22			2012-10-02	2378																														
HGNC:3891	FRA2G	fragile site, aphidicolin type, common, fra(2)(q31)	other	fragile site	Approved	2q31	02q31							2001-06-22			2012-10-02	2379																														
HGNC:3892	FRA2H	fragile site, aphidicolin type, common, fra(2)(q32.1)	other	fragile site	Approved	2q32.1	02q32.1							2001-06-22			2012-10-02	2380																														
HGNC:3893	FRA2I	fragile site, aphidicolin type, common, fra(2)(q33)	other	fragile site	Approved	2q33	02q33							2001-06-22			2012-10-02	2381																														
HGNC:3894	FRA2J	fragile site, aphidicolin type, common, fra(2)(q37.3)	other	fragile site	Approved	2q37.3	02q37.3							2001-06-22			2012-10-02	2382																														
HGNC:3895	FRA2K	fragile site, folic acid type, rare, fra(2)(q22.3)	other	fragile site	Approved	2q22.3	02q22.3							2001-06-22			2012-10-02	2383																														
HGNC:3896	FRA3A	fragile site, aphidicolin type, common, fra(3)(p24.2)	other	fragile site	Approved	3p24.2	03p24.2							2001-06-22			2012-10-02	2384																														
HGNC:3897	FRA3B	fragile site, aphidicolin type, common, fra(3)(p14.2)	other	fragile site	Approved	3p14.2	03p14.2							1986-01-01			2003-10-09									3864602																						
HGNC:3898	FRA3C	fragile site, aphidicolin type, common, fra(3)(q27)	other	fragile site	Approved	3q27	03q27							2001-06-22			2012-10-02	2386																														
HGNC:3899	FRA3D	fragile site, aphidicolin type, common, fra(3)(q25)	other	fragile site	Approved	3q25	03q25							1989-06-01			2003-10-09	2387																														
HGNC:3900	FRA4A	fragile site, aphidicolin type, common, fra(4)(p16.1)	other	fragile site	Approved	4p16.1	04p16.1							2001-06-22			2012-10-02	2388																														
HGNC:3901	FRA4B	fragile site, BrdU type, common, fra(4)(q12)	other	fragile site	Approved	4q12	04q12							2001-06-22			2012-10-02	2389																														
HGNC:3902	FRA4C	fragile site, aphidicolin type, common, fra(4)(q31.1)	other	fragile site	Approved	4q31.1	04q31.1							2001-06-22			2012-10-02	2390																														
HGNC:3903	FRA4D	fragile site, aphidicolin type, common, fra(4)(p15)	other	fragile site	Approved	4p15	04p15							2001-06-22			2012-10-02	2391																														
HGNC:3905	FRA5A	fragile site, BrdU type, common, fra(5)(p13)	other	fragile site	Approved	5p13	05p13							2001-06-22			2012-10-02	2393																														
HGNC:3906	FRA5B	fragile site, BrdU type, common, fra(5)(q15)	other	fragile site	Approved	5q15	05q15							2001-06-22			2012-10-02	2394																														
HGNC:3907	FRA5C	fragile site, aphidicolin type, common, fra(5)(q31.1)	other	fragile site	Approved	5q31.1	05q31.1							2001-06-22			2012-10-02	2396																														
HGNC:3908	FRA5D	fragile site, aphidicolin type, common, fra(5)(q15)	other	fragile site	Approved	5q15	05q15							2001-06-22			2012-10-02	2397																														
HGNC:3909	FRA5E	fragile site, aphidicolin type, common, fra(5)(p14)	other	fragile site	Approved	5p14	05p14							1988-08-31			2005-03-17	2398																														
HGNC:3910	FRA5F	fragile site, aphidicolin type, common, fra(5)(q21)	other	fragile site	Approved	5q21	05q21							1988-08-31			2005-03-17	2399																														
HGNC:3911	FRA5G	fragile site, folic acid type, rare, fra(5)(q35)	other	fragile site	Approved	5q35	05q35							1992-08-24			2005-03-17	2400								2213847																						
HGNC:3912	FRA6A	fragile site, folic acid type, rare, fra(6)(p23)	other	fragile site	Approved	6p23	06p23							2001-06-22			2012-10-02	2401																														
HGNC:3913	FRA6B	fragile site, aphidicolin type, common, fra(6)(p25.1)	other	fragile site	Approved	6p25.1	06p25.1							2001-06-22			2012-10-02	2402																														
HGNC:3914	FRA6C	fragile site, aphidicolin type, common, fra(6)(p22.2)	other	fragile site	Approved	6p22.2	06p22.2							2001-06-22			2012-10-02	2403																														
HGNC:3915	FRA6D	fragile site, BrdU type, common, fra(6)(q13)	other	fragile site	Approved	6q13	06q13							2001-06-22			2012-10-02	2404																														
HGNC:3916	FRA6E	fragile site, aphidicolin type, common, fra(6)(q26)	other	fragile site	Approved	6q26	06q26							2001-06-22			2012-10-02	2405								"12874785|12719539"																						
HGNC:3917	FRA6F	fragile site, aphidicolin type, common, fra(6)(q21)	other	fragile site	Approved	6q21	06q21							2001-06-22			2012-10-02	2406								12370818																						
HGNC:3918	FRA6G	fragile site, aphidicolin type, common, fra(6)(q15)	other	fragile site	Approved	6q15	06q15							1989-06-01				2407																														
HGNC:3919	FRA7A	fragile site, folic acid type, rare, fra(7)(p11.2)	other	fragile site	Approved	7p11.2	07p11.2							2001-06-22			2012-10-02	2408																														
HGNC:3920	FRA7B	fragile site, aphidicolin type, common, fra(7)(p22)	other	fragile site	Approved	7p22	07p22							2001-06-22			2012-10-02	2409																														
HGNC:3921	FRA7C	fragile site, aphidicolin type, common, fra(7)(p14.2)	other	fragile site	Approved	7p14.2	07p14.2							2001-06-22			2012-10-02	2410																														
HGNC:3922	FRA7D	fragile site, aphidicolin type, common, fra(7)(p13)	other	fragile site	Approved	7p13	07p13							2001-06-22			2012-10-02	2411																														
HGNC:3923	FRA7E	fragile site, aphidicolin type, common, fra(7)(q21.2)	other	fragile site	Approved	7q21.2	07q21.2							2001-06-22			2012-10-02	2412																														
HGNC:3924	FRA7F	fragile site, aphidicolin type, common, fra(7)(q22)	other	fragile site	Approved	7q22	07q22							2001-06-22			2012-10-02	2413																														
HGNC:3925	FRA7G	fragile site, aphidicolin type, common, fra(7)(q31.2)	other	fragile site	Approved	7q31.2	07q31.2	D7S486						2001-06-22			2012-10-02	2414								12620387																						
HGNC:3926	FRA7H	fragile site, aphidicolin type, common, fra(7)(q32.3)	other	fragile site	Approved	7q32.3	07q32.3							2001-06-22			2012-10-02	2415																														
HGNC:3927	FRA7I	fragile site, aphidicolin type, common, fra(7)(q36)	other	fragile site	Approved	7q36	07q36							2001-06-22			2012-10-02	2416																														
HGNC:3928	FRA7J	fragile site, aphidicolin type, common, fra(7)(q11)	other	fragile site	Approved	7q11	07q11							1989-06-01				2417																														
HGNC:3929	FRA8A	fragile site, folic acid type, rare, fra(8)(q22.3)	other	fragile site	Approved	8q22.3	08q22.3							2001-06-22			2012-10-02	2418																														
HGNC:3930	FRA8B	fragile site, aphidicolin type, common, fra(8)(q22.1)	other	fragile site	Approved	8q22.1	08q22.1							2001-06-22			2012-10-02	2419																														
HGNC:3931	FRA8C	fragile site, aphidicolin type, common, fra(8)(q24.1)	other	fragile site	Approved	8q24.1	08q24.1							2001-06-22			2012-10-02	2421																														
HGNC:3932	FRA8D	fragile site, aphidicolin type, common, fra(8)(q24.3)	other	fragile site	Approved	8q24.3	08q24.3							2001-06-22			2012-10-02	2422																														
HGNC:3933	FRA8E	fragile site, distamycin A type, rare, fra(8)(q24.1)	other	fragile site	Approved	8q24.1	08q24.1							2001-06-22			2012-10-02	2423																														
HGNC:3935	FRA9A	fragile site, folic acid type, rare, fra(9)(p21)	other	fragile site	Approved	9p21	09p21							2001-06-22			2012-10-02	2425																														
HGNC:3936	FRA9B	fragile site, folic acid type, rare, fra(9)(q32)	other	fragile site	Approved	9q32	09q32							2001-06-22			2012-10-02	2426																														
HGNC:3937	FRA9C	fragile site, BrdU type, common, fra(9)(p21)	other	fragile site	Approved	9p21	09p21							2001-06-22			2012-10-02	2427																														
HGNC:3938	FRA9D	fragile site, aphidicolin type, common, fra(9)(q22.1)	other	fragile site	Approved	9q22.1	09q22.1							2001-06-22			2012-10-02	2428																														
HGNC:3939	FRA9E	fragile site, aphidicolin type, common, fra(9)(q32)	other	fragile site	Approved	9q32	09q32							2001-06-22			2012-10-02	2429								"12555072|15869410"																						
HGNC:3940	FRA9F	fragile site, 5-azacytidine type, common, fra(9)(q12)	other	fragile site	Approved	9q12	09q12							2001-06-22			2012-10-02	2430																														
HGNC:3829	FRA10A	fragile site, folic acid type, rare, fra(10)(q23.3) or fra(10)(q24.2)	other	fragile site	Approved	10q23.3 or 10q24.2	10q23.3 or 10q24.2							1986-01-01			2006-12-11	2431								15203205																						
HGNC:3830	FRA10B	fragile site, BrdU type, rare, fra(10)(q25.2)	other	fragile site	Approved	10q25.2	10q25.2							2001-06-22			2012-10-02	2432				AF053508				9660961																						
HGNC:3831	FRA10C	fragile site, BrdU type, common, fra(10)(q21)	other	fragile site	Approved	10q21	10q21							2001-06-22			2012-10-02	2433																														
HGNC:3832	FRA10D	fragile site, aphidicolin type, common, fra(10)(q22.1)	other	fragile site	Approved	10q22.1	10q22.1							2001-06-22			2012-10-02	2434																														
HGNC:3833	FRA10E	fragile site, aphidicolin type, common, fra(10)(q25.2)	other	fragile site	Approved	10q25.2	10q25.2							2001-06-22			2012-10-02	2435																														
HGNC:3834	FRA10F	fragile site, aphidicolin type, common, fra(10)(q26.1)	other	fragile site	Approved	10q26.1	10q26.1							2001-06-22			2012-10-02	2436																														
HGNC:3835	FRA10G	fragile site, aphidicolin type, common, fra(10)(q11.2)	other	fragile site	Approved	10q11.2	10q11.2							1990-08-15				2437																														
HGNC:3836	FRA11A	fragile site, folic acid type, rare, fra(11)(q13.3)	other	fragile site	Approved	11q13.3	11q13.3							2001-06-22			2012-10-02	2438																														
HGNC:3837	FRA11B	fragile site, folic acid type, rare, fra(11)(q23.3)	other	fragile site	Approved	11q23.3	11q23.3							2001-06-22			2012-10-02									17063465																						
HGNC:3838	FRA11C	fragile site, aphidicolin type, common, fra(11)(p15.1)	other	fragile site	Approved	11p15.1	11p15.1							2001-06-22			2012-10-02	2440																														
HGNC:3839	FRA11D	fragile site, aphidicolin type, common, fra(11)(p14.2)	other	fragile site	Approved	11p14.2	11p14.2							2001-06-22			2012-10-02	2441																														
HGNC:3840	FRA11E	fragile site, aphidicolin type, common, fra(11)(p13)	other	fragile site	Approved	11p13	11p13							2001-06-22			2012-10-02	2442																														
HGNC:3841	FRA11F	fragile site, aphidicolin type, common, fra(11)(q14.2)	other	fragile site	Approved	11q14.2	11q14.2							2001-06-22			2012-10-02	2443																														
HGNC:3842	FRA11G	fragile site, aphidicolin type, common, fra(11)(q23.3)	other	fragile site	Approved	11q23.3	11q23.3							2001-06-22			2012-10-02	2445																														
HGNC:3843	FRA11H	fragile site, aphidicolin type, common, fra(11)(q13)	other	fragile site	Approved	11q13	11q13							2001-06-22			2012-10-02	2446																														
HGNC:3844	FRA11I	fragile site, distamycin A type, rare, fra(11)(p15.1)	other	fragile site	Approved	11p15.1	11p15.1							1989-05-19				2447																														
HGNC:3845	FRA12A	fragile site, folic acid type, rare, fra(12)(q13.1)	other	fragile site	Approved	12q13.1	12q13.1							2001-06-22			2012-10-02	2448																														
HGNC:3846	FRA12B	fragile site, aphidicolin type, common, fra(12)(q21.3)	other	fragile site	Approved	12q21.3	12q21.3							2001-06-22			2012-10-02	2449																														
HGNC:3847	FRA12C	fragile site, BrdU type, rare, fra(12)(q24.2)	other	fragile site	Approved	12q24.2	12q24.2							2001-06-22			2012-10-02	2450																														
HGNC:3848	FRA12D	fragile site, folic acid type, rare, fra(12)(q24.13)	other	fragile site	Approved	12q24.13	12q24.13							2001-06-22			2012-10-02	2451																														
HGNC:3849	FRA12E	fragile site, aphidicolin type, common, fra(12)(q24)	other	fragile site	Approved	12q24	12q24							2001-06-22			2012-10-02	2452																														
HGNC:3850	FRA13A	fragile site, aphidicolin type, common, fra(13)(q13.2)	other	fragile site	Approved	13q13.2	13q13.2							2001-06-22			2012-10-02	2453								16244873																						
HGNC:3851	FRA13B	fragile site, BrdU type, common, fra(13)(q21)	other	fragile site	Approved	13q21	13q21							2001-06-22			2012-10-02	2454																														
HGNC:3852	FRA13C	fragile site, aphidicolin type, common, fra(13)(q21.2)	other	fragile site	Approved	13q21.2	13q21.2							2001-06-22			2012-10-02	2455																														
HGNC:3853	FRA13D	fragile site, aphidicolin type, common, fra(13)(q32)	other	fragile site	Approved	13q32	13q32							1989-06-01			2003-10-09	2456																														
HGNC:3854	FRA14B	fragile site, aphidicolin type, common, fra(14)(q23)	other	fragile site	Approved	14q23	14q23							2001-06-22			2012-10-02	2457																														
HGNC:3855	FRA14C	fragile site, aphidicolin type, common, fra(14)(q24.1)	other	fragile site	Approved	14q24.1	14q24.1							2001-06-22			2012-10-02	2458																														
HGNC:3856	FRA15A	fragile site, aphidicolin type, common, fra(15)(q22)	other	fragile site	Approved	15q22	15q22							2001-06-22			2012-10-02	2459																														
HGNC:3857	FRA16A	fragile site, folic acid type, rare, fra(16)(p13.11)	other	fragile site	Approved	16p13.11	16p13.11							2001-06-22			2012-10-02	2460				S70397																										
HGNC:3858	FRA16B	fragile site, distamycin A type, rare, fra(16)(q22.1)	other	fragile site	Approved	16q22.1	16q22.1							2001-06-22			2012-10-02	2461				U85253				14526167																						
HGNC:3859	FRA16C	fragile site, aphidicolin type, common, fra(16)(q22.1)	other	fragile site	Approved	16q22.1	16q22.1							2001-06-22			2012-10-02	2462																														
HGNC:3860	FRA16D	fragile site, aphidicolin type, common, fra(16)(q23.2)	other	fragile site	Approved	16q23.2	16q23.2							2001-06-22			2012-10-02	2463								14603443	MGI:2450537																					
HGNC:3861	FRA16E	fragile site, distamycin A type, rare, fra(16)(p12.1)	other	fragile site	Approved	16p12.1	16p12.1							1989-06-01			2003-10-09	2464																														
HGNC:3862	FRA17A	fragile site, distamycin A type, rare, fra(17)(p12)	other	fragile site	Approved	17p12	17p12							2001-06-22			2012-10-02	2465																														
HGNC:3863	FRA17B	fragile site, aphidicolin type, common, fra(17)(q23.1)	other	fragile site	Approved	17q23.1	17q23.1							2001-06-22			2012-10-02	2466																														
HGNC:3864	FRA18A	fragile site, aphidicolin type, common, fra(18)(q12.2)	other	fragile site	Approved	18q12.2	18q12.2							2001-06-22			2012-10-02	2467																														
HGNC:3865	FRA18B	fragile site, aphidicolin type, common, fra(18)(q21.3)	other	fragile site	Approved	18q21.3	18q21.3							2001-06-22			2012-10-02	2468																														
HGNC:16929	FRA18C	fragile site, aphidicolin type, common, fra(18)(q22.2)	other	fragile site	Approved	18q22.2	18q22.2				fragile site, folic acid type, rare, fra(18)(q22.1)			2001-10-17		2008-05-28	2008-05-28	116710								17475918																						
HGNC:3866	FRA19A	fragile site, 5-azacytidine type, common, fra(19)(q13)	other	fragile site	Approved	19q13	19q13							2001-06-22			2012-10-02	2469								"4077049|2579891"																						
HGNC:3867	FRA19B	fragile site, folic acid type, rare, fra(19)(p13)	other	fragile site	Approved	19p13	19p13							2001-06-22			2012-10-02	2470																														
HGNC:3881	FRA20A	fragile site, folic acid type, rare, fra(20)(p11.23)	other	fragile site	Approved	20p11.23	20p11.23							2001-06-22			2012-10-02	2471																														
HGNC:3882	FRA20B	fragile site, aphidicolin type, common, fra(20)(p12.2)	other	fragile site	Approved	20p12.2	20p12.2							2001-06-22			2012-10-02	2472																														
HGNC:3883	FRA22A	fragile site, folic acid type, rare, fra(22)(q13)	other	fragile site	Approved	22q13	22q13							2001-06-22			2012-10-02	2473																														
HGNC:3884	FRA22B	fragile site, aphidicolin type, common, fra(22)(q12.2)	other	fragile site	Approved	22q12.2	22q12.2							2001-06-22			2012-10-02	2474																														
HGNC:3945	FRAXA	fragile site, folic acid type, rare, fra(X)(q27.3) A (macroorchidism, mental retardation)	other	fragile site	Approved	Xq27.3	Xq27.3							1986-01-01			2005-02-25	2477																														
HGNC:3946	FRAXB	fragile site, aphidicolin type, common, fra(X)(p22.31) B	other	fragile site	Approved	Xp22.31	Xp22.31							2001-06-22			2012-10-02	2478								11746990																						
HGNC:3947	FRAXC	fragile site, aphidicolin type, common, fra(X)(q22.1) C	other	fragile site	Approved	Xq22.1	Xq22.1							2001-06-22			2012-10-02	2479																														
HGNC:3948	FRAXD	fragile site, aphidicolin type, common, fra(X)(q27.2) D	other	fragile site	Approved	Xq27.2	Xq27.2							2001-06-22			2012-10-02	2480																														
HGNC:3949	FRAXE	fragile site, folic acid type, rare, fra(X)(q28) E	other	fragile site	Approved	Xq28	Xq28							1992-08-24			2005-02-25	2481								1605195																						
HGNC:3950	FRAXF	fragile site, folic acid type, rare, fra(X)(q28) F	other	fragile site	Approved	Xq28	Xq28							1994-04-14			2005-02-25	2482				L35600				"8499907|7874164"																						
HGNC:3988	FTH1P18	ferritin heavy chain 1 pseudogene 18	other	unknown	Approved	Xp21.1	Xp21.1			FTHL18	"ferritin, heavy polypeptide-like 18|ferritin, heavy polypeptide 1 pseudogene 18"			2000-05-31	2010-10-13	2016-05-20	2016-05-20	441490	ENSG00000243048	OTTHUMG00000033090		AA383232	NG_008265					RGD:1594594									PGOHUM00000241234											
HGNC:39978	FXYD6-FXYD2	FXYD6-FXYD2 readthrough	other	readthrough	Approved	11q23.3	11q23.3							2012-06-27			2014-11-19	100533181	ENSG00000255245	OTTHUMG00000166496	uc021qqy.2		NM_001204268	"CCDS58184|CCDS73400"																								
HGNC:4059	G6PR	glucose-6-phosphatase regulator	other	unknown	Approved	reserved	reserved	GSD1aSP			glucose-6-phosphatase, regulatory			1998-07-15		2004-05-20	2016-04-20	2541								"2172641|7814621|2996501"																						
HGNC:4101	GAGE4	G antigen 4	other	unknown	Approved	Xp11.4-p11.2 not on reference assembly	Xp11.4-p11.2 not on reference assembly	CT4.4	cancer/testis antigen family 4, member 4					1995-05-10			2015-01-09	2576				U19145	NM_001474		Q13068	7544395					300597																	
HGNC:4102	GAGE5	G antigen 5	other	unknown	Approved	Xp11.4-p11.2 not on reference assembly	Xp11.4-p11.2 not on reference assembly	CT4.5	cancer/testis antigen family 4, member 5					1995-05-10			2015-01-09	2577				U19146	NM_001475		Q13069	7544395					300598																	
HGNC:4103	GAGE6	G antigen 6	other	unknown	Approved	Xp11.4-p11.2 not on reference assembly	Xp11.4-p11.2 not on reference assembly	CT4.6	cancer/testis antigen family 4, member 6					1995-05-10			2015-01-09	2578				U19147	NM_001476		Q13070	7544395					300599																	
HGNC:4104	GAGE7	G antigen 7	other	unknown	Approved	Xp11.4-p11.2 not on reference assembly	Xp11.4-p11.2 not on reference assembly	"GAGE-7|CT4.7"	cancer/testis antigen family 4, member 7					1998-08-10			2015-01-09	2579				AF058988	NM_021123		O76087	9651357					300601																	
HGNC:4106	GAGE8	G antigen 8	other	unknown	Approved	Xp11 not on reference assembly	Xp11 not on reference assembly	CT4.8	cancer/testis antigen family 4, member 8					1999-12-14			2015-01-09	100101629				AF055473	NM_012196		Q9UEU5	10397259					300638																	
HGNC:26424	GCOM1	GRINL1A complex locus 1	other	readthrough	Approved	15q21.3	15q21.3	"FLJ30973|GRINL1A|MYZAP-POLR2M"	MYZAP-POLR2M readthrough					2008-08-05		2011-11-07	2012-10-05	145781	ENSG00000137878	OTTHUMG00000176411	uc002aem.4		NM_001018090	"CCDS10162|CCDS32247|CCDS42043|CCDS42044|CCDS73732"		"15233991|18849881"				GCOM1																		
HGNC:51257	GIMAP1-GIMAP5	GIMAP1-GIMAP5 readthrough	other	readthrough	Approved	7q36.1	07q36.1							2015-01-27			2016-11-09	100527949	ENSG00000281887	OTTHUMG00000189885			NM_001199577	CCDS75677			"MGI:1932723|MGI:2442232"																					
HGNC:4372	GMFA	glia maturation factor alpha	other	unknown	Approved	reserved	reserved							1992-10-15		2016-02-09	2016-02-09	2763																														
HGNC:37441	GOLGA6L3	golgin A6 family-like 3	other	unknown	Approved	15q25.3	15q25.3				golgi autoantigen, golgin subfamily a, 6-like 3			2009-09-28		2010-02-12	2013-01-17	100133220	ENSG00000188388	OTTHUMG00000163478		AK301968	XM_002343391		A6NEY3																							
HGNC:4493	GPR36	G protein-coupled receptor 36	other	unknown	Approved	reserved	reserved							1997-06-12			2013-03-18	2860																														
HGNC:40043	GPR75-ASB3	GPR75-ASB3 readthrough	other	readthrough	Approved	2p16.2	02p16.2							2011-05-05			2016-10-05	100302652	ENSG00000270898	OTTHUMG00000129279	uc061jcz.2		NM_001164165	CCDS54361			MGI:1929749																					
HGNC:18406	GTSCR1	Gilles de la Tourette syndrome chromosome region, candidate 1	other	unknown	Approved	18q22.2	18q22.2				Gilles de la Tourette syndrome chromosome region, candidate 1 (non-protein coding)			2003-12-05		2017-01-19	2017-01-26	220158	ENSG00000263417	OTTHUMG00000178787	uc060pzy.1	AY262164	NM_001278515		Q86UQ5	12682296																						
HGNC:4694	GUK2	guanylate kinase 2	other	unknown	Approved	1q32.1-q42	01q32.1-q42							2001-06-22			2013-03-18	2988								"5036631|4377261"					139280															2.7.4.8		
HGNC:32060	HIST2H3PS2	histone cluster 2 H3 pseudogene 2	other	unknown	Approved	1q21.1	01q21.1	p06			"histone 2, H3, pseudogene 2|histone cluster 2, H3, pseudogene 2"	Histones	864	2006-06-12		2016-08-15	2017-11-15	440686	ENSG00000203818	OTTHUMG00000041033	uc057jyp.2	AL109948	NG_012783					RGD:1584001		HIST2H3PS2																		
HGNC:4946	HLA-DQB3	major histocompatibility complex, class II, DQ beta 3	other	unknown	Approved	6p21.3	06p21.3	"D6S205|D6S205E|DVB|DQB3"		HLA-DVB		Histocompatibility complex	588	1992-06-25			2016-09-27	3121	ENSG00000226030	OTTHUMG00000031127		M35000				"1529427|2571586"			IMGT/HLA Database|http://www.ebi.ac.uk/imgt/hla/																			
HGNC:48778	HNRNPA1P48	heterogeneous nuclear ribonucleoprotein A1 pseudogene 48	other	unknown	Approved	16q12.1	16q12.1							2013-06-13			2017-11-28	642659	ENSG00000224578	OTTHUMG00000173250			NG_005530																									
HGNC:49189	HNRNPUL2-BSCL2	HNRNPUL2-BSCL2 readthrough (NMD candidate)	other	readthrough	Approved	11q12.3	11q12.3							2013-09-25		2014-10-06	2014-10-06	100534595	ENSG00000234857	OTTHUMG00000167772			NR_037946																									
HGNC:5098	HOXA@	homeobox A cluster	other	region	Approved	7p15.2	07p15.2			HOX1@	homeo box A cluster			1986-01-01		2005-12-22	2011-06-01	3197								"1973146|1358459"																						
HGNC:5110	HOXB@	homeobox B cluster	other	region	Approved	17q21.32	17q21.32			HOX2@	homeo box B cluster			1986-01-01		2005-12-22	2011-06-01	3210								"1973146|1358459"																						
HGNC:5121	HOXC@	homeobox C cluster	other	region	Approved	12q12-q13	12q12-q13			HOX3@	homeo box C cluster			1986-01-01		2005-12-22	2011-06-01	3220								"1973146|1358459"																						
HGNC:5131	HOXD@	homeobox D cluster	other	region	Approved	2q31.1	02q31.1			HOX4@	homeo box D cluster			1986-01-01		2005-12-22	2011-06-01	3230								"1973146|1358459"																						
HGNC:5168	HPV6AI1	human papillomavirus (type 6a) integration site 1	other	virus integration site	Approved	10q24	10q24							1994-05-19			2010-06-16	3259				X77607				8118820					604461																	
HGNC:5166	HPV18I1	human papillomavirus (type 18) integration site 1	other	virus integration site	Approved	8q24	08q24			"HPV18I|D8S37"	human papilloma virus (type 18) integration site 1			1991-08-19		2017-08-03	2017-08-03	3260								3028716					167959																	
HGNC:5167	HPV18I2	human papillomavirus (type 18) integration site 2	other	virus integration site	Approved	12q14	12q14	PAL2	papillomavirus-associated locus 2					1991-08-19			2010-06-17	3261				"X88931|X88932"				"3033295|7592643"					167960																	
HGNC:5180	HRES1	HTLV-1 related endogenous sequence	other	unknown	Approved	1q42	01q42	"HRES-1/p28|HRES-1"						1991-06-07			2014-11-19	3272				X16660			P13985	1783388					143025																	
HGNC:41996	HSPB2-C11orf52	HSPB2-C11orf52 readthrough (NMD candidate)	other	readthrough	Approved	11q23.1	11q23.1							2011-05-31		2013-05-09	2014-11-18	100528019	ENSG00000254445	OTTHUMG00000166887	uc058hgl.1		NR_037651.1																									
HGNC:49184	HSPE1-MOB4	HSPE1-MOB4 readthrough	other	readthrough	Approved	2q33.1	02q33.1							2013-09-25			2013-09-25	100529241	ENSG00000270757	OTTHUMG00000184877			NM_001202485	CCDS63079																								
HGNC:5285	HTOR	5-hydroxytryptamine (serotonin) oxygenase regulator	other	unknown	Approved	21	21							2001-06-22			2012-10-02	3349													143460																	
HGNC:5314	HVBS7	hepatitis B virus integration site 7	other	virus integration site	Approved	18q11.1-q11.2	18q11.1-q11.2							1988-07-29			2010-06-21	3369								2830013																						
HGNC:5315	HVBS8	hepatitis B virus integration site 8	other	virus integration site	Approved	17p12-p11.2	17p12-p11.2							1989-04-13			2010-06-16	3370				M23190				2845134																						
HGNC:5447	IFNR	interferon production regulator	other	unknown	Approved	16	16							1986-01-01			2011-02-24	3466								"1906174|1193239"					147573																	
HGNC:5478	IGHA1	immunoglobulin heavy constant alpha 1	other	immunoglobulin gene	Approved	14q32.33	14q32.33					Immunoglobulin heavy locus at 14q32.33	349	2001-06-22			2014-11-19	3493	ENSG00000211895	OTTHUMG00000152494	uc059gcy.1	J00220	NG_001019		P01876						146900									IGHA1								
